@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"hey USERNAME... welcome",false,false,false,JJ,other
"i fly over it before...",false,false,false,PRP,statement
"hi USERNAME ",false,false,false,JJ,other
"I'm an over achiever",false,false,false,PRP,statement
"hello ",false,false,false,UH,other
"whjat nationality are you USERNAME?",true,false,false,JJ,question
"hello USERNAME",false,false,false,UH,other
"who's horny ?",true,false,false,WP,question
"whjat is not a word USERNAME... lol",false,false,true,NN,statement
"under achiever front and center...yes I am.....lol",false,true,false,IN,statement
"lol USERNAME... he must be",false,false,false,NN,statement
"getting the obbts off just got home from work great night LOL ",false,false,false,VBG,statement
"It is in my world",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"Well, the handsome USERNAME",false,false,false,UH,other
"i can't keep up",false,false,false,PRP,statement
"its my first time here",false,false,false,PRP$,statement
"welcome ",false,false,false,JJ,other
"welcome USERNAME... ",false,false,false,JJ,other
"we're not as stupid as we appear... lol",false,false,true,PRP,statement
"looking it over carefully....",false,false,false,VBG,statement
"He was mad no one was horny",false,false,true,PRP,statement
"We all know we're all horny",false,false,true,PRP,statement
"who was looking for someone horny?",true,false,false,WP,question
"that perked ya right up USERNAME... lmao",false,true,false,IN,statement
"the USERNAME of Steel",false,false,false,DT,statement
"OK i say if they cant be creative enough to come up with a better line then ya horny they can stay away from me lmao",false,true,true,UH,statement
"ummm...yeah sheepishly",false,true,false,UH,yes
"dang i didnt even get to shine my boots for that one lol ",false,false,false,NN,statement
"I am not a bisexual man, but I am seeking some equal opportunity conversation with a male or female capable of sustaining an intelligent chat without any humor. A nyone interested? don't boot me either.",true,false,true,PRP,statement
"And you say I'm writing the book....",false,false,false,CC,statement
"wothough humor",false,false,false,IN,statement
"??",true,false,false,X,question
"USERNAME....you freaked me out...nothing personal",false,false,true,CD,statement
"Omg USERNAME, stop that",false,false,false,NNP,no
"somebody slap hiom back to reality....",false,false,false,NN,statement
"hey USERNAME... welcome",false,false,false,JJ,other
"USERNAME, i used to live next door in Ut.",false,false,false,CD,statement
"and you live where now USERNAME?",true,false,true,CC,question
"HAHA cute nic there 1 smallfry ",false,false,false,NNP,statement
"please dont say a prison....lol",false,false,false,UH,statement
"I scare everyone. I am that pathetic. Kentucky",false,false,false,PRP,statement
"no one is pathetic, just human",false,false,true,DT,no
"that's right",false,false,false,DT,yes
"right ....",false,false,false,NN,yes
"holy crap that took forever",false,false,false,JJ,statement
"wb USERNAME",false,false,false,IN,other
"what took forever...the crap?",true,false,false,WP,question
"thanks",false,false,false,NNS,other
" i added a pic ",false,false,false,X,statement
"USERNAME no im an equal oppertunity hater LOL ",false,false,true,CD,no
"man am I out in left field tonight...sorry USERNAME",false,false,false,NN,statement
"O",false,false,false,UH,statement
"brb",false,false,false,NN,other
"no USERNAME... you're in the right field... lol",false,false,true,DT,no
"Well humanity is terrible these days",false,false,false,UH,statement
"hi USERNAME, yes i sleep",false,true,false,JJ,yes
"When",false,false,false,WRB,question
"I dont even know what that means USERNAME....",false,false,true,PRP,statement
"oooooooooooo ghost hunters is on ya all talk to me if i get scared right ",false,true,false,JJ,statement
"of course you don't babe",false,false,false,IN,yes
"right field wrong park lol jk ",false,false,false,JJ,statement
"who's in prison?",true,false,false,WP,question
"not me i put them in the jail lol ",false,false,true,RB,no
"never even been arrested lmao",false,false,false,X,statement
"my soon to be ex husband",false,false,false,PRP$,statement
"USERNAME, still waiting on the pic.",false,false,false,CD,statement
"been cuffed b4 though LOL ",false,false,false,VBN,statement
"I was in prison once.",false,false,false,PRP,statement
"smile",false,false,false,NN,statement
"stop doin' it then USERNAME",false,false,false,VB,statement
"yeah...",false,true,false,UH,yes
"USERNAME I put it up for you twice",false,false,false,CD,statement
"Sure",false,false,false,RB,statement
"ill hate ya if ya want me to lmao",false,true,false,RB,statement
"I'm not good to look at USERNAME",false,false,true,PRP,statement
"too much drama",false,false,false,RB,statement
"allow me to be the judge thank you very much....lol",false,false,false,VB,other
"Come on down USERNAME ",false,false,false,VB,statement
"USERNAME",false,false,false,CD,statement
"O.K",false,false,false,JJ,yes
"You're just going to be disappointed that I look like a soccer mom",false,false,false,PRP,statement
"music out here please",false,false,false,NN,statement
"what about me USERNAME",false,false,false,WP,question
"No, I had a 220 lb spouse.",false,false,true,UH,no
"don't play a dumbass",false,false,false,VBP,no
"be gente....lol",false,false,false,VB,statement
"hello",false,false,false,UH,other
"hi all",false,false,false,UH,other
"LOL my pic would clear this room for real LMAO",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"USERNAME Hello there.",false,false,false,CD,other
"i despie no one i like to say if u have done ur time then that is that ",false,false,true,PRP,statement
"USERNAME",false,false,false,CD,other
"hey USERNAME",false,false,false,JJ,other
"i do not like to judge anyone USERNAME",false,false,true,PRP,statement
"USERNAME hey ",false,false,false,CD,other
"O.k.",false,false,false,NNP,yes
"hey USERNAME",false,false,false,JJ,other
"hey USERNAME what up ",false,false,false,JJ,other
"USERNAME i am fine",false,false,false,CD,statement
"USERNAME...where'd you go?",true,false,false,CD,question
"hi USERNAME",false,false,false,JJ,other
"you make it USERNAME",false,false,false,PRP,statement
"i am here",false,false,false,PRP,statement
"there ya are",false,true,false,EX,statement
"Well, it is not destiny.",false,false,true,UH,statement
"hey USERNAME",false,false,false,JJ,other
"i'm in neverneverland USERNAME",false,false,false,PRP,statement
"No luck",false,false,true,DT,statement
"hi USERNAME",false,false,false,JJ,other
"hello USERNAME",false,false,false,UH,other
"Hi, USERNAME",false,false,false,UH,other
"hey USERNAME",false,false,false,JJ,other
"it black here ",false,false,false,PRP,statement
"brb",false,false,false,NN,other
"hb",false,false,false,UH,other
"k",false,false,false,X,yes
"USERNAME....you need help....lol",false,false,false,CD,statement
"I do ",false,false,false,PRP,yes
"don't be sorry",false,false,false,VB,no
"my therapist fired me ",false,false,false,PRP$,statement
"no a dispatcher ",false,false,true,DT,no
"USERNAME",false,false,false,CD,statement
"hey USERNAME",false,false,false,JJ,other
"Anyone else want to see me, it's up there for a minute",false,false,false,NN,statement
"Hey USERNAME hon ",false,false,false,CC,other
"USERNAME, it is not up.",false,false,true,CD,no
"ok i am back",false,false,false,UH,statement
"where's there USERNAME",false,false,false,WRB,question
"wb baby",false,false,false,IN,other
"ty USERNAME",false,false,false,IN,statement
"U deceived me",false,false,false,NNP,statement
"wb USERNAME",false,false,false,IN,other
"ty",false,false,false,IN,statement
"i did ?? hows that ",true,false,false,PRP,question
"USERNAME",false,false,false,CD,other
"not there....",false,false,true,RB,no
"USERNAME",false,false,false,CD,other
"It is o.k., my computer is trash.",false,false,false,PRP,statement
"ok I'm gonna log out and in once",false,false,false,UH,statement
"Ms USERNAME, what u research.",false,false,false,CC,question
"wb USERNAME",false,false,false,IN,other
"still got the hair right",false,false,false,RB,statement
"wb USERNAME ",false,false,false,JJ,other
"get over the hair USERNAME... lol",false,false,false,VB,statement
"Sexy, lets see",false,false,false,UH,statement
"therapy.....I will I promise....lol",false,false,false,NN,statement
"ty and ty",false,false,false,NN,statement
"She escaped quick.",false,false,false,PRP,statement
"good job",false,false,false,JJ,statement
"USERNAME look now",false,false,true,CD,statement
"PRIVMSG USERNAME how are u?",true,false,false,NNP,question
"USERNAME....I think you're taking us for a ride",false,false,false,CD,statement
"no, everyone in the other room can see it",false,false,true,DT,no
"No luck",false,false,true,DT,no
"wow revolving doors in her sure make me dizzy lol ",false,false,false,UH,statement
"try F5",false,false,false,VB,statement
"Well, Iam immersed in a f.b.i. conspiracy.",false,false,false,UH,statement
"Oh I thought USERNAME was talking to me",false,false,false,UH,statement
"I was USERNAME",false,false,false,PRP,statement
"O.k. I see it.",false,false,false,UH,statement
"Nice to see u",false,false,false,JJ,statement
"Oh no, I did NOT say hot",false,false,true,UH,no
"Thank u",false,false,false,VBP,statement
"nope nope nope",false,false,true,NN,no
"you're welcome",false,false,false,PRP,statement
"I know, but it threw me",false,false,true,PRP,statement
"U areYes",false,true,false,PRP,yes
"Yes i would USERNAME",false,true,false,NN,yes
"well let me get have another 12 hr day tomorrow at work ",false,false,true,UH,statement
"No iam young",false,false,true,DT,no
"night USERNAME hugs",false,false,false,NN,other
"USERNAME hugs ",false,false,false,CD,other
"where you going USERNAME?",true,false,false,WRB,question
"awww see ya USERNAME have a good one ",false,true,false,NN,other
"USERNAME bye",false,false,false,CD,other
"USERNAME",false,false,false,CD,other
"have to work in the mornign 12 hr day ",false,false,false,VBP,statement
"bye USERNAME!",false,false,false,CC,other
"USERNAME see u are still here lol ",false,false,false,CD,statement
"night USERNAME have good one ",false,false,false,NN,other
"nite USERNAME",false,false,false,JJ,other
"nite!",false,false,false,NN,other
"nite niteeeeeeeeeeeeeeeeeee",false,false,false,NN,other
"night USERNAME",false,false,false,NN,other
"hold me.....lol",false,false,false,VB,yes
"ok, brb, taking my pic off",false,false,false,UH,statement
"USERNAME, how is brooklyn",false,false,false,CD,question
"it was never there to remove in the frst place.....",false,false,false,PRP,statement
"Thank u USERNAME.",false,false,false,VBP,statement
"Oh yes, USERNAME saw it",false,true,false,UH,no
"it is raining USERNAME",false,false,false,PRP,statement
"I saw it",false,false,false,PRP,statement
"I like n y",false,false,false,PRP,statement
"Only been there one time",false,false,false,RB,statement
"I wanna live there someday",false,false,false,PRP,statement
"I like bedford street.",false,false,false,PRP,statement
"shut up USERNAME",false,false,false,VBD,no
"i here watchin ghost hunters lol ",false,false,false,PRP,statement
"such harsh words......",false,false,false,JJ,statement
"tell em USERNAME",false,false,false,VB,statement
"Hi USERNAME",false,false,false,UH,other
"I liked louisianna the best though",false,false,false,PRP,statement
"hey USERNAME",false,false,false,JJ,other
"you love it USERNAME",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"actually i do....never liked soft women....",false,false,false,RB,yes
"no shortage of stron women in this room....lol",false,false,true,DT,statement
"USERNAME whaaaaats up in ohio?",true,false,false,CD,question
"now now USERNAME...we barely know each other....lol",false,false,true,RB,statement
"hi USERNAME",false,false,false,JJ,other
"love me like a bomb baby come on get it on",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"Pour some sugar on me babe n get see dentist",false,false,false,VB,statement
"hiya USERNAME",false,true,false,NN,other
"hey USERNAME",false,false,false,JJ,other
"bend me shape me any way ya want me",false,true,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"Hi  USERNAME ",false,false,false,UH,other
"hey there USERNAME",false,false,false,FW,other
"hiya USERNAME ",false,true,false,NN,other
"pour some splenda on me when you need a sugar subsitute",false,false,false,VB,statement
"wb USERNAME",false,false,false,IN,other
"hello all this comp is freaing me out",false,false,false,UH,statement
"Greetings USERNAME",false,false,false,NNS,other
"for sure USERNAME",false,false,false,IN,yes
"hi USERNAME",false,false,false,JJ,other
"USERNAME...some people have a lot of blank pages",false,false,false,CD,statement
"Hi  USERNAME   welcome to room",false,false,false,UH,other
"free your mind",false,false,false,VB,statement
"hey USERNAME",false,false,false,JJ,other
"totally agree with you USERNAME",false,false,false,RB,yes
"nice USERNAME",false,false,false,JJ,yes
"free your bosom",false,false,false,VB,statement
"mines free",false,false,false,NNS,statement
"gets  USERNAME  some unfreeze  for her  puter",false,false,false,VBZ,statement
"free your bootay",false,false,false,VB,statement
"they r free",false,false,false,PRP,statement
"well..... I don't like Splashing in a Puddle for too long... I would rather Swim in an Ocean ",false,false,false,RB,statement
"Hard to read a book if you never  open the cover",false,false,false,RB,statement
"im out in cal now USERNAME looking at some new bulls to by",false,false,true,PRP,statement
